Unnamed: 0	mapping1	mapping2	id	label	language	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Paraph)	Zero_Shot_Majority_vote	Zero_Shot_Paraph_AND_Same_Content	Zero_Shot_Paraph_AND_Sem_Equiv	Zero_Shot_ALL_THREE
311	swap_43892_1	backtransl_set3_04460_2	312	1	en	1	1	1	1	1	1	1
312	backtransl_set3_02066_2	swap_34012_2	313	1	en	0	0	1	0	0	0	0
313	backtransl_set3_01232_2	backtransl_set3_01714_2	314	0	en	0	0	0	0	0	0	0
314	backtransl_set1_00522_2	backtransl_set1_11888_2	315	0	en	1	1	1	1	1	1	1
315	swap_36473_2	backtransl_set2_02542_2	316	1	en	0	0	1	0	0	0	0
316	backtransl_set1_13328_2	backtransl_set1_13640_2	317	0	en	0	1	1	1	1	0	0
317	swap_31923_2	backtransl_set2_02625_2	318	0	en	0	1	1	1	1	0	0
318	backtransl_set3_01342_2	backtransl_set3_01038_2	319	0	en	0	0	0	0	0	0	0
319	backtransl_set3_02896_2	backtransl_set3_03439_2	320	0	en	0	0	0	0	0	0	0
320	backtransl_set1_08860_2	swap_17593_1	321	1	en	0	0	1	0	0	0	0
321	swap_03223_2	backtransl_set1_13526_2	322	1	en	1	1	1	1	1	1	1
322	swap_44968_1	backtransl_set1_00151_2	323	1	en	1	1	1	1	1	1	1
323	swap_34615_1	backtransl_set1_10880_2	324	0	en	0	0	0	0	0	0	0
324	swap_17849_2	backtransl_set2_03622_2	325	1	en	0	0	1	0	0	0	0
325	swap_32811_2	backtransl_set3_00472_2	326	1	en	0	0	1	0	0	0	0
326	backtransl_set1_07180_2	swap_19693_2	327	1	en	1	1	1	1	1	1	1
327	backtransl_set3_04390_2	swap_37399_1	328	0	en	1	0	1	1	0	1	0
328	backtransl_set1_01216_2	backtransl_set1_08712_2	329	0	en	0	0	1	0	0	0	0
329	swap_14045_2	backtransl_set3_03671_2	330	1	en	1	1	1	1	1	1	1
330	backtransl_set1_00929_2	backtransl_set1_06472_2	331	0	en	0	1	1	1	1	0	0
331	backtransl_set1_14665_2	backtransl_set1_00297_2	332	1	en	0	0	0	0	0	0	0
332	backtransl_set1_07589_2	swap_42911_2	333	1	en	1	1	1	1	1	1	1
333	backtransl_set1_06362_2	swap_45219_1	334	0	en	1	1	1	1	1	1	1
334	swap_44622_1	backtransl_set3_01315_2	335	1	en	1	1	1	1	1	1	1
335	backtransl_set1_09245_2	backtransl_set1_09913_2	336	0	en	0	0	1	0	0	0	0
336	swap_47787_2	backtransl_set1_01084_2	337	1	en	0	0	1	0	0	0	0
337	backtransl_set1_06428_2	backtransl_set1_10960_2	338	0	en	0	0	0	0	0	0	0
338	swap_25196_1	backtransl_set1_06925_2	339	1	en	0	0	0	0	0	0	0
339	backtransl_set1_12864_2	swap_21761_1	340	1	en	0	0	1	0	0	0	0
340	backtransl_set1_04648_2	swap_33406_1	341	1	en	1	1	1	1	1	1	1
341	backtransl_set2_02205_2	swap_29150_2	342	0	en	1	1	1	1	1	1	1
342	swap_41296_1	backtransl_set1_13656_2	343	0	en	0	0	0	0	0	0	0
343	backtransl_set1_13221_2	swap_27273_1	344	0	en	1	1	1	1	1	1	1
344	backtransl_set3_03752_2	backtransl_set3_02833_2	345	0	en	1	0	1	1	0	1	0
345	backtransl_set1_04547_2	swap_16162_2	346	1	en	1	1	1	1	1	1	1
346	backtransl_set1_03525_2	swap_30487_2	347	1	en	1	1	1	1	1	1	1
347	backtransl_set1_09913_2	swap_16513_2	348	0	en	0	0	0	0	0	0	0
348	backtransl_set1_12879_2	swap_34287_2	349	0	en	0	0	1	0	0	0	0
349	backtransl_set1_08967_2	swap_13631_2	350	0	en	1	0	1	1	0	1	0
350	swap_03082_1	backtransl_set3_01144_2	351	0	en	1	0	1	1	0	1	0
351	backtransl_set1_01676_2	swap_37963_1	352	0	en	1	1	1	1	1	1	1
352	backtransl_set1_13634_2	backtransl_set1_04521_2	353	0	en	0	0	0	0	0	0	0
353	backtransl_set1_00774_2	swap_37779_1	354	0	en	0	0	0	0	0	0	0
354	backtransl_set3_05287_2	backtransl_set3_00596_2	355	0	en	1	0	1	1	0	1	0
355	backtransl_set1_12432_2	swap_45734_1	356	0	en	1	1	1	1	1	1	1
356	swap_43786_1	backtransl_set1_15934_2	357	1	en	1	1	1	1	1	1	1
357	swap_06342_1	backtransl_set2_03027_2	358	0	en	0	0	0	0	0	0	0
358	backtransl_set1_13496_2	swap_46071_1	359	0	en	0	0	1	0	0	0	0
359	backtransl_set1_12308_2	backtransl_set1_03846_2	360	0	en	1	1	1	1	1	1	1
360	swap_34014_1	backtransl_set3_01917_2	361	1	en	1	1	1	1	1	1	1
361	backtransl_set2_05137_2	swap_19279_2	362	0	en	0	1	1	1	1	0	0
362	swap_33622_1	backtransl_set1_02148_2	363	0	en	0	0	0	0	0	0	0
363	backtransl_set1_00529_2	swap_34540_1	364	1	en	1	1	1	1	1	1	1
364	backtransl_set1_02073_2	backtransl_set1_09330_2	365	0	en	1	1	1	1	1	1	1
365	backtransl_set1_10580_2	backtransl_set1_12403_2	366	0	en	0	0	1	0	0	0	0
366	backtransl_set3_01871_2	backtransl_set3_00150_2	367	1	en	1	1	1	1	1	1	1
367	swap_23691_1	backtransl_set3_02816_2	368	1	en	0	0	0	0	0	0	0
368	swap_28279_2	backtransl_set1_09541_2	369	0	en	0	0	1	0	0	0	0
369	backtransl_set1_07158_2	backtransl_set1_13283_2	370	0	en	1	1	1	1	1	1	1
370	backtransl_set2_05249_2	swap_47347_2	371	1	en	1	1	1	1	1	1	1
371	swap_14095_1	backtransl_set1_02646_2	372	1	en	1	1	1	1	1	1	1
372	backtransl_set1_10728_2	backtransl_set1_12275_2	373	0	en	0	0	1	0	0	0	0
373	backtransl_set3_02796_2	backtransl_set3_02449_2	374	0	en	1	1	1	1	1	1	1
374	swap_04290_1	backtransl_set2_05080_2	375	1	en	1	1	1	1	1	1	1
375	swap_07473_2	backtransl_set1_12185_2	376	1	en	1	1	1	1	1	1	1
376	backtransl_set2_00273_2	backtransl_set2_03455_2	377	0	en	0	0	1	0	0	0	0
377	backtransl_set1_09791_2	backtransl_set1_11751_2	378	0	en	0	0	1	0	0	0	0
378	backtransl_set1_04942_2	swap_40372_2	379	0	en	0	0	0	0	0	0	0
379	backtransl_set1_07283_2	backtransl_set1_06813_2	380	0	en	1	1	1	1	1	1	1
380	swap_27732_1	backtransl_set1_03276_2	381	0	en	1	1	1	1	1	1	1
381	swap_22012_2	backtransl_set3_05276_2	382	1	en	1	1	1	1	1	1	1
382	backtransl_set1_13178_2	swap_26006_2	383	0	en	0	0	0	0	0	0	0
383	backtransl_set2_04569_2	backtransl_set2_01061_2	384	0	en	0	0	1	0	0	0	0
384	swap_17434_2	backtransl_set1_13549_2	385	1	en	1	1	1	1	1	1	1
385	backtransl_set1_03459_2	backtransl_set1_02678_2	386	0	en	0	0	0	0	0	0	0
386	backtransl_set2_02733_2	backtransl_set2_04323_2	387	0	en	0	0	0	0	0	0	0
387	backtransl_set2_00187_2	swap_15072_2	388	0	en	1	0	1	1	0	1	0
388	swap_03871_2	backtransl_set1_10376_2	389	0	en	0	0	0	0	0	0	0
389	swap_49612_2	backtransl_set1_15917_2	390	0	en	0	0	1	0	0	0	0
390	backtransl_set1_01254_2	swap_44052_1	391	0	en	0	0	0	0	0	0	0
391	backtransl_set1_15566_2	backtransl_set1_02065_2	392	0	en	1	1	1	1	1	1	1
392	swap_25139_2	backtransl_set1_11163_2	393	1	en	1	1	1	1	1	1	1
393	backtransl_set3_02136_2	backtransl_set3_01168_2	394	0	en	0	0	1	0	0	0	0
394	swap_26579_2	backtransl_set1_12582_2	395	1	en	1	0	1	1	0	1	0
395	swap_35792_2	backtransl_set1_06425_2	396	1	en	0	0	1	0	0	0	0
396	backtransl_set1_08113_2	swap_30494_1	397	1	en	1	1	1	1	1	1	1
397	backtransl_set3_00807_2	swap_21283_2	398	0	en	1	0	1	1	0	1	0
398	swap_25863_2	backtransl_set3_04290_2	399	1	en	1	1	1	1	1	1	1
399	backtransl_set2_03394_2	backtransl_set2_03805_2	400	0	en	0	0	0	0	0	0	0
400	backtransl_set3_02691_2	swap_21915_1	401	1	en	1	1	1	1	1	1	1
401	backtransl_set1_13713_2	backtransl_set1_12655_2	402	0	en	0	1	1	1	1	0	0
402	backtransl_set1_11575_2	backtransl_set1_14370_2	403	0	en	1	1	1	1	1	1	1
403	backtransl_set2_04238_2	backtransl_set2_04409_2	404	1	en	0	0	0	0	0	0	0
404	backtransl_set1_14553_2	swap_45350_2	405	1	en	1	1	1	1	1	1	1
405	backtransl_set1_06223_2	swap_32337_2	406	0	en	0	0	0	0	0	0	0
406	backtransl_set1_10436_2	swap_32835_1	407	0	en	0	0	1	0	0	0	0
407	swap_19482_2	backtransl_set1_06555_2	408	1	en	0	0	0	0	0	0	0
408	swap_16502_2	backtransl_set3_00633_2	409	1	en	0	0	0	0	0	0	0
409	backtransl_set1_00070_2	swap_41948_2	410	0	en	1	0	1	1	0	1	0
410	backtransl_set1_06849_2	swap_24342_1	411	1	en	1	1	1	1	1	1	1
411	backtransl_set2_03810_2	swap_19823_1	412	1	en	1	1	1	1	1	1	1
412	backtransl_set2_01765_2	backtransl_set2_02293_2	413	0	en	1	1	1	1	1	1	1
413	swap_03327_1	backtransl_set2_01107_2	414	0	en	1	1	1	1	1	1	1
414	swap_09487_2	backtransl_set1_02675_2	415	1	en	1	1	1	1	1	1	1
415	backtransl_set1_07444_2	swap_12252_2	416	1	en	1	1	1	1	1	1	1
416	backtransl_set1_08424_2	swap_42082_2	417	0	en	1	1	1	1	1	1	1
417	backtransl_set3_00988_2	swap_42754_2	418	1	en	1	1	1	1	1	1	1
418	backtransl_set1_03612_2	backtransl_set1_09598_2	419	0	en	1	1	1	1	1	1	1
419	backtransl_set1_09924_2	backtransl_set1_02812_2	420	0	en	0	1	1	1	1	0	0
420	backtransl_set1_03369_2	backtransl_set1_13751_2	421	0	en	1	1	1	1	1	1	1
421	backtransl_set1_11612_2	swap_03346_2	422	1	en	0	0	1	0	0	0	0
422	swap_44612_1	backtransl_set3_04187_2	423	1	en	1	1	1	1	1	1	1
423	backtransl_set1_05044_2	swap_18500_1	424	1	en	1	0	1	1	0	1	0
424	backtransl_set1_03259_2	swap_49097_2	425	1	en	1	1	1	1	1	1	1
425	backtransl_set1_14636_2	swap_28084_2	426	1	en	1	1	1	1	1	1	1
426	backtransl_set3_03217_2	swap_22193_1	427	1	en	1	0	1	1	0	1	0
427	backtransl_set2_05325_2	swap_34467_1	428	1	en	0	1	1	1	1	0	0
428	swap_36312_2	backtransl_set3_01207_2	429	1	en	1	1	1	1	1	1	1
429	swap_47912_1	backtransl_set1_10762_2	430	1	en	0	0	1	0	0	0	0
430	backtransl_set2_02397_2	swap_41798_2	431	1	en	1	1	1	1	1	1	1
431	backtransl_set2_02879_2	swap_31580_1	432	0	en	0	0	0	0	0	0	0
432	swap_19230_2	backtransl_set1_05137_2	433	0	en	1	1	1	1	1	1	1
433	swap_47902_2	backtransl_set1_04041_2	434	1	en	1	1	1	1	1	1	1
434	backtransl_set1_02731_2	swap_10491_2	435	1	en	1	1	1	1	1	1	1
435	backtransl_set1_04219_2	swap_25116_1	436	1	en	0	1	1	1	1	0	0
436	swap_32186_1	backtransl_set3_01153_2	437	1	en	1	1	1	1	1	1	1
437	backtransl_set1_06804_2	swap_03711_1	438	1	en	1	1	1	1	1	1	1
438	swap_26569_1	backtransl_set1_10444_2	439	1	en	1	1	1	1	1	1	1
439	backtransl_set1_08180_2	backtransl_set1_03813_2	440	0	en	1	0	1	1	0	1	0
440	swap_38802_1	backtransl_set1_10322_2	441	0	en	0	0	0	0	0	0	0
441	backtransl_set2_04443_2	swap_00169_1	442	1	en	1	1	1	1	1	1	1
442	swap_05335_1	backtransl_set1_08916_2	443	0	en	0	0	1	0	0	0	0
443	backtransl_set1_06251_2	swap_33424_1	444	0	en	1	0	0	0	0	0	0
444	backtransl_set1_08320_2	swap_12452_1	445	1	en	1	1	1	1	1	1	1
445	backtransl_set1_06174_2	swap_37613_2	446	1	en	1	1	1	1	1	1	1
446	backtransl_set1_06434_2	swap_13634_1	447	1	en	1	1	1	1	1	1	1
447	swap_23482_2	backtransl_set3_00476_2	448	1	en	1	1	1	1	1	1	1
448	backtransl_set2_04275_2	swap_45786_1	449	1	en	1	1	1	1	1	1	1
449	swap_15254_1	backtransl_set1_07911_2	450	1	en	1	1	1	1	1	1	1
450	backtransl_set2_03821_2	swap_16436_1	451	1	en	0	0	1	0	0	0	0
451	backtransl_set2_03253_2	backtransl_set2_04489_2	452	0	en	0	0	1	0	0	0	0
452	backtransl_set3_00823_2	swap_29509_2	453	1	en	1	1	1	1	1	1	1
453	backtransl_set1_10796_2	backtransl_set1_16087_2	454	0	en	1	1	1	1	1	1	1
454	swap_12724_1	backtransl_set2_04161_2	455	0	en	0	0	0	0	0	0	0
455	backtransl_set2_03573_2	swap_45952_1	456	0	en	0	1	1	1	1	0	0
456	backtransl_set1_09695_2	backtransl_set1_01512_2	457	0	en	0	0	0	0	0	0	0
457	swap_20553_2	backtransl_set3_03561_2	458	0	en	1	0	1	1	0	1	0
458	backtransl_set1_10285_2	swap_39348_1	459	0	en	0	0	0	0	0	0	0
459	swap_06696_1	backtransl_set3_04068_2	460	0	en	0	0	1	0	0	0	0
460	backtransl_set1_01759_2	backtransl_set1_02310_2	461	0	en	0	0	0	0	0	0	0
461	backtransl_set3_01906_2	swap_12331_1	462	1	en	1	1	1	1	1	1	1
462	backtransl_set3_04105_2	swap_43206_1	463	1	en	0	1	1	1	1	0	0
463	backtransl_set3_04475_2	swap_47521_1	464	1	en	1	1	1	1	1	1	1
464	swap_08790_1	backtransl_set2_00072_2	465	1	en	1	1	1	1	1	1	1
465	backtransl_set1_00168_2	swap_29176_2	466	1	en	1	1	1	1	1	1	1
466	swap_18659_2	backtransl_set3_04954_2	467	1	en	1	1	1	1	1	1	1
467	swap_30330_2	backtransl_set1_06463_2	468	1	en	1	0	1	1	0	1	0
468	swap_07864_1	backtransl_set3_02022_2	469	1	en	1	1	1	1	1	1	1
469	backtransl_set1_05843_2	swap_20321_1	470	0	en	1	1	1	1	1	1	1
470	backtransl_set1_07868_2	swap_22243_2	471	0	en	1	1	1	1	1	1	1
471	swap_46403_2	backtransl_set1_01309_2	472	1	en	1	1	1	1	1	1	1
472	swap_01145_1	backtransl_set1_04921_2	473	1	en	0	0	0	0	0	0	0
473	backtransl_set1_05942_2	swap_18697_2	474	1	en	1	1	1	1	1	1	1
474	backtransl_set1_07567_2	backtransl_set1_02578_2	475	0	en	1	1	1	1	1	1	1
475	backtransl_set1_08459_2	swap_20231_2	476	0	en	0	0	1	0	0	0	0
476	backtransl_set3_02326_2	swap_23785_2	477	0	en	0	0	0	0	0	0	0
477	backtransl_set1_06554_2	backtransl_set1_10190_2	478	0	en	0	0	0	0	0	0	0
478	swap_26383_1	backtransl_set3_02132_2	479	1	en	1	1	1	1	1	1	1
479	swap_31976_1	backtransl_set1_08022_2	480	0	en	0	0	0	0	0	0	0
480	swap_07513_2	backtransl_set1_03514_2	481	1	en	0	0	1	0	0	0	0
481	backtransl_set2_03253_2	backtransl_set2_04687_2	482	0	en	1	0	0	0	0	0	0
482	backtransl_set2_04925_2	swap_29705_1	483	1	en	0	1	1	1	1	0	0
483	swap_48671_2	backtransl_set1_14319_2	484	1	en	0	0	0	0	0	0	0
484	swap_14115_1	backtransl_set3_01971_2	485	1	en	1	1	1	1	1	1	1
485	backtransl_set1_02007_2	swap_22036_1	486	1	en	1	1	1	1	1	1	1
486	backtransl_set1_05286_2	backtransl_set1_03545_2	487	0	en	1	1	1	1	1	1	1
487	backtransl_set2_02060_2	swap_12533_1	488	0	en	1	1	1	1	1	1	1
488	backtransl_set1_05360_2	swap_43879_2	489	1	en	1	1	1	1	1	1	1
489	swap_21523_2	backtransl_set1_05065_2	490	1	en	1	1	1	1	1	1	1
490	backtransl_set3_04222_2	swap_46245_1	491	1	en	0	1	1	1	1	0	0
491	swap_14286_1	backtransl_set2_00159_2	492	0	en	0	0	0	0	0	0	0
492	backtransl_set1_13246_2	backtransl_set1_15737_2	493	0	en	1	0	1	1	0	1	0
493	backtransl_set1_15686_2	swap_19081_2	494	1	en	1	1	1	1	1	1	1
494	backtransl_set1_14098_2	swap_39680_1	495	0	en	1	1	1	1	1	1	1
495	swap_45305_1	backtransl_set1_13184_2	496	0	en	0	0	0	0	0	0	0
496	swap_05484_2	backtransl_set3_03023_2	497	0	en	1	1	1	1	1	1	1
497	swap_46718_1	backtransl_set3_02389_2	498	0	en	0	0	1	0	0	0	0
498	backtransl_set3_01942_2	swap_47102_1	499	0	en	0	0	1	0	0	0	0
499	backtransl_set1_04857_2	swap_49049_1	500	0	en	0	0	1	0	0	0	0
500	backtransl_set1_00149_2	backtransl_set1_12736_2	501	0	en	1	0	1	1	0	1	0
501	backtransl_set1_06375_2	backtransl_set1_10533_2	502	0	en	0	0	0	0	0	0	0
502	backtransl_set1_13154_2	backtransl_set1_12558_2	503	0	en	0	0	0	0	0	0	0
503	backtransl_set1_11109_2	swap_44382_1	504	0	en	1	1	1	1	1	1	1
504	backtransl_set3_01436_2	swap_33177_2	505	0	en	1	1	1	1	1	1	1
505	backtransl_set1_00715_2	backtransl_set1_13237_2	506	0	en	1	0	1	1	0	1	0
506	backtransl_set1_06757_2	swap_19926_2	507	1	en	1	1	1	1	1	1	1
507	swap_40914_2	backtransl_set1_09152_2	508	1	en	1	1	1	1	1	1	1
508	swap_41127_1	backtransl_set3_04363_2	509	1	en	0	0	1	0	0	0	0
509	backtransl_set1_06478_2	swap_20936_2	510	1	en	1	1	1	1	1	1	1
510	backtransl_set2_04450_2	swap_49751_1	511	0	en	1	1	1	1	1	1	1
511	backtransl_set1_01633_2	swap_23519_1	512	1	en	1	1	1	1	1	1	1
512	backtransl_set2_03150_2	swap_29868_2	513	0	en	0	0	0	0	0	0	0
513	backtransl_set1_12468_2	swap_06989_1	514	1	en	1	1	1	1	1	1	1
514	backtransl_set1_03906_2	backtransl_set1_05668_2	515	0	en	1	1	1	1	1	1	1
515	swap_09856_2	backtransl_set1_06762_2	516	1	en	1	1	1	1	1	1	1
516	swap_46742_2	backtransl_set1_07657_2	517	0	en	0	0	1	0	0	0	0
517	swap_18017_2	backtransl_set1_03556_2	518	0	en	0	0	0	0	0	0	0
518	swap_40493_2	backtransl_set2_03583_2	519	1	en	0	1	1	1	1	0	0
519	swap_11444_1	backtransl_set1_01699_2	520	0	en	0	1	1	1	1	0	0
520	backtransl_set1_01899_2	swap_14257_2	521	1	en	1	0	1	1	0	1	0
521	backtransl_set1_03776_2	swap_09890_1	522	1	en	1	1	1	1	1	1	1
522	swap_21503_2	backtransl_set2_01917_2	523	1	en	1	1	1	1	1	1	1
523	backtransl_set2_00972_2	swap_46999_1	524	1	en	0	1	1	1	1	0	0
524	backtransl_set1_11920_2	backtransl_set1_08010_2	525	0	en	0	0	1	0	0	0	0
525	swap_18763_1	backtransl_set3_03895_2	526	1	en	1	1	1	1	1	1	1
526	swap_42832_1	backtransl_set1_01189_2	527	0	en	0	0	1	0	0	0	0
527	backtransl_set1_09271_2	backtransl_set1_12590_2	528	0	en	0	1	1	1	1	0	0
528	swap_15798_1	backtransl_set1_13505_2	529	1	en	0	0	0	0	0	0	0
529	swap_24698_1	backtransl_set1_16089_2	530	1	en	1	1	1	1	1	1	1
530	swap_30964_1	backtransl_set1_10046_2	531	1	en	1	1	1	1	1	1	1
531	backtransl_set1_03330_2	backtransl_set1_04726_2	532	0	en	1	1	1	1	1	1	1
532	swap_03748_2	backtransl_set1_04502_2	533	0	en	1	1	1	1	1	1	1
533	backtransl_set2_05224_2	backtransl_set2_02429_2	534	0	en	1	1	1	1	1	1	1
534	swap_32442_1	backtransl_set2_02432_2	535	1	en	1	1	1	1	1	1	1
535	backtransl_set3_01253_2	backtransl_set3_04446_2	536	0	en	1	1	1	1	1	1	1
536	backtransl_set2_04973_2	swap_19871_1	537	1	en	1	1	1	1	1	1	1
537	backtransl_set1_05779_2	swap_44216_2	538	0	en	1	1	1	1	1	1	1
538	swap_01689_2	backtransl_set3_03989_2	539	0	en	0	0	1	0	0	0	0
539	backtransl_set1_05812_2	swap_43159_2	540	1	en	0	0	0	0	0	0	0
540	swap_40823_2	backtransl_set1_10298_2	541	0	en	0	0	1	0	0	0	0
541	backtransl_set2_01509_2	swap_14542_2	542	1	en	1	1	1	1	1	1	1
542	swap_09165_1	backtransl_set1_13363_2	543	0	en	1	1	1	1	1	1	1
543	backtransl_set3_01889_2	swap_33919_2	544	1	en	1	1	1	1	1	1	1
544	backtransl_set3_00618_2	swap_26577_1	545	0	en	0	0	1	0	0	0	0
545	swap_14287_1	backtransl_set2_04019_2	546	1	en	1	1	1	1	1	1	1
546	swap_36983_1	backtransl_set2_02928_2	547	0	en	0	0	0	0	0	0	0
547	backtransl_set1_02566_2	swap_10465_1	548	0	en	0	0	0	0	0	0	0
548	swap_32163_2	backtransl_set3_02911_2	549	0	en	1	1	1	1	1	1	1
549	backtransl_set1_02188_2	swap_31390_2	550	0	en	0	0	1	0	0	0	0
550	swap_03509_1	backtransl_set3_03261_2	551	1	en	1	0	1	1	0	1	0
551	swap_41597_2	backtransl_set1_11638_2	552	0	en	0	0	0	0	0	0	0
552	backtransl_set1_12065_2	swap_10379_1	553	0	en	0	0	1	0	0	0	0
553	swap_14904_2	backtransl_set1_09426_2	554	0	en	1	1	1	1	1	1	1
554	swap_37828_1	backtransl_set2_01397_2	555	0	en	0	0	0	0	0	0	0
555	backtransl_set3_01958_2	backtransl_set3_02664_2	556	0	en	1	0	1	1	0	1	0
556	swap_30018_2	backtransl_set2_03829_2	557	0	en	0	0	0	0	0	0	0
557	swap_48092_2	backtransl_set1_03522_2	558	1	en	0	1	1	1	1	0	0
558	backtransl_set1_01522_2	swap_07444_1	559	0	en	1	1	1	1	1	1	1
559	backtransl_set3_00095_2	backtransl_set3_03793_2	560	0	en	0	0	1	0	0	0	0
560	swap_16381_1	backtransl_set1_09086_2	561	0	en	0	0	0	0	0	0	0
561	swap_18728_2	backtransl_set1_10658_2	562	0	en	0	1	1	1	1	0	0
562	backtransl_set1_05759_2	swap_40850_2	563	1	en	1	1	1	1	1	1	1
563	backtransl_set1_11532_2	swap_12537_1	564	1	en	1	1	1	1	1	1	1
564	backtransl_set1_12408_2	swap_46422_1	565	1	en	1	1	1	1	1	1	1
565	swap_07604_1	backtransl_set3_03508_2	566	0	en	0	0	0	0	0	0	0
566	swap_39885_1	backtransl_set2_01340_2	567	1	en	1	1	1	1	1	1	1
567	backtransl_set1_07080_2	backtransl_set1_11019_2	568	0	en	0	0	0	0	0	0	0
568	swap_19451_1	backtransl_set1_01791_2	569	0	en	0	0	0	0	0	0	0
569	backtransl_set3_00033_2	swap_38610_2	570	1	en	0	0	1	0	0	0	0
570	backtransl_set1_04802_2	swap_19249_2	571	1	en	1	1	1	1	1	1	1
571	backtransl_set3_01606_2	swap_23838_1	572	1	en	1	1	1	1	1	1	1
572	backtransl_set2_02768_2	backtransl_set2_05236_2	573	0	en	1	1	1	1	1	1	1
573	backtransl_set2_04370_2	swap_38866_2	574	0	en	0	1	1	1	1	0	0
574	backtransl_set1_07890_2	swap_17845_1	575	1	en	1	1	1	1	1	1	1
575	swap_44416_1	backtransl_set3_00392_2	576	0	en	0	0	0	0	0	0	0
576	backtransl_set1_10288_2	swap_35006_1	577	1	en	1	1	1	1	1	1	1
577	swap_15236_2	backtransl_set1_13190_2	578	1	en	1	1	1	1	1	1	1
578	swap_49751_2	backtransl_set2_04450_2	579	1	en	1	1	1	1	1	1	1
579	swap_07034_1	backtransl_set3_00032_2	580	0	en	1	1	1	1	1	1	1
580	swap_40789_1	backtransl_set1_03769_2	581	1	en	1	1	1	1	1	1	1
581	swap_23435_2	backtransl_set1_15066_2	582	1	en	1	1	1	1	1	1	1
582	backtransl_set2_01728_2	swap_09567_2	583	1	en	1	1	1	1	1	1	1
583	backtransl_set2_00880_2	swap_24205_2	584	0	en	1	1	1	1	1	1	1
584	backtransl_set1_02894_2	swap_35145_1	585	0	en	1	1	1	1	1	1	1
585	backtransl_set1_16039_2	swap_31924_1	586	1	en	1	1	1	1	1	1	1
586	swap_15009_2	backtransl_set1_03209_2	587	0	en	0	0	1	0	0	0	0
587	swap_27832_1	backtransl_set1_08131_2	588	0	en	0	0	1	0	0	0	0
588	swap_06044_2	backtransl_set3_00903_2	589	0	en	0	0	1	0	0	0	0
589	backtransl_set3_03403_2	swap_34414_1	590	0	en	0	0	0	0	0	0	0
590	backtransl_set2_05124_2	backtransl_set2_03970_2	591	0	en	0	0	1	0	0	0	0
591	backtransl_set2_01331_2	backtransl_set2_04369_2	592	0	en	0	0	0	0	0	0	0
592	swap_31923_1	backtransl_set2_00564_2	593	1	en	1	1	1	1	1	1	1
593	backtransl_set2_04094_2	swap_26524_2	594	1	en	1	1	1	1	1	1	1
594	swap_02921_2	backtransl_set2_02363_2	595	1	en	1	1	1	1	1	1	1
595	backtransl_set2_04075_2	swap_25428_1	596	0	en	0	0	1	0	0	0	0
596	swap_20085_2	backtransl_set1_07507_2	597	1	en	1	0	1	1	0	1	0
597	swap_09996_1	backtransl_set1_06143_2	598	1	en	1	1	1	1	1	1	1
598	swap_00430_1	backtransl_set1_04436_2	599	1	en	1	1	1	1	1	1	1
599	backtransl_set3_00742_2	backtransl_set3_01056_2	600	0	en	1	0	1	1	0	1	0
600	swap_17959_1	backtransl_set2_04801_2	601	0	en	1	0	0	0	0	0	0
601	swap_23148_1	backtransl_set1_01384_2	602	0	en	0	0	0	0	0	0	0
602	swap_14437_2	backtransl_set1_10596_2	603	1	en	1	1	1	1	1	1	1
603	swap_03268_1	backtransl_set2_00649_2	604	0	en	0	0	0	0	0	0	0
604	backtransl_set1_03337_2	swap_34142_1	605	1	en	1	1	1	1	1	1	1
605	backtransl_set2_04916_2	swap_32650_2	606	1	en	1	1	1	1	1	1	1
606	backtransl_set1_03308_2	backtransl_set1_13530_2	607	0	en	0	0	1	0	0	0	0
607	backtransl_set3_03620_2	backtransl_set3_03025_2	608	0	en	1	0	1	1	0	1	0
608	backtransl_set1_01275_2	backtransl_set1_09573_2	609	0	en	0	0	0	0	0	0	0
609	backtransl_set1_07862_2	swap_21274_1	610	0	en	1	0	1	1	0	1	0
610	swap_43705_2	backtransl_set2_03196_2	611	0	en	0	0	0	0	0	0	0
611	swap_18917_2	backtransl_set1_09376_2	612	0	en	1	1	1	1	1	1	1
612	backtransl_set2_02601_2	backtransl_set2_02776_2	613	0	en	0	0	1	0	0	0	0
613	backtransl_set2_05054_2	backtransl_set2_02082_2	614	0	en	0	0	0	0	0	0	0
614	backtransl_set2_00408_2	swap_00574_2	615	0	en	1	1	1	1	1	1	1
615	backtransl_set3_02134_2	backtransl_set3_02737_2	616	0	en	0	0	0	0	0	0	0
616	swap_40911_2	backtransl_set1_00506_2	617	1	en	0	0	0	0	0	0	0
617	swap_07459_1	backtransl_set3_03637_2	618	0	en	1	1	1	1	1	1	1
618	swap_46658_2	backtransl_set1_14208_2	619	0	en	0	0	1	0	0	0	0
619	backtransl_set2_04722_2	backtransl_set2_00321_2	620	1	en	1	1	1	1	1	1	1
620	swap_37773_2	backtransl_set1_09041_2	621	0	en	0	0	1	0	0	0	0
621	swap_07931_1	backtransl_set2_00156_2	622	0	en	0	0	0	0	0	0	0
622	swap_28219_1	backtransl_set2_04777_2	623	1	en	1	1	1	1	1	1	1
623	backtransl_set3_00051_2	swap_15858_2	624	1	en	1	1	1	1	1	1	1
