	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
232	train	main-captions	MSRvid	2012test	344	0.8	A man is selling items.	A man is cleaning the house.	0	0	0	0	0
233	train	main-captions	MSRvid	2012test	347	3.2	A man is jumping a wall.	A man jumps onto a short wall.	1	1	1	1	1
234	train	main-captions	MSRvid	2012test	348	3.2	Runners race around a track.	Runners compete in a race.	1	1	1	1	1
235	train	main-captions	MSRvid	2012test	349	0.6	A man is kicking a soccer ball.	A man is mixing a bowl.	0	0	0	0	0
236	train	main-captions	MSRvid	2012test	350	0.6	A woman is frying something.	A woman is riding a horse.	0	0	0	0	0
237	train	main-captions	MSRvid	2012test	351	0.0	A cat is licking a sucker.	A woman is slicing cucumber.	0	0	0	0	0
238	train	main-captions	MSRvid	2012test	352	1.4	A woman is dancing by a fire.	A woman is taking a bath.	0	0	0	0	0
239	train	main-captions	MSRvid	2012test	355	2.2	The man is slicing a fish open.	A man is slicing a potato.	0	0	0	0	0
240	train	main-captions	MSRvid	2012test	357	3.6	Butter is melting in a pan.	A man is melting butter in a pan.	0	0	1	0	0
241	train	main-captions	MSRvid	2012test	359	3.111	Three boys are dancing.	Kids are dancing.	1	1	1	1	1
242	train	main-captions	MSRvid	2012test	360	0.6	A woman is playing a game with a man.	A man is playing piano.	0	0	0	0	0
243	train	main-captions	MSRvid	2012test	361	0.4	The man is driving a white car.	A man is giving an interview.	0	0	0	0	0
244	train	main-captions	MSRvid	2012test	365	4.25	A man drove his car.	A man is driving a car.	1	0	1	0	1
245	train	main-captions	MSRvid	2012test	366	3.0	A car backs out of a space.	A car is backing out of a blocked lane.	0	0	0	0	0
246	train	main-captions	MSRvid	2012test	368	5.0	A man puts some cheese on a pizza.	The man sprinkled cheese on the pizza.	1	1	1	1	1
247	train	main-captions	MSRvid	2012test	369	5.0	The boy is playing the piano.	A boy plays a piano.	0	0	1	0	0
248	train	main-captions	MSRvid	2012test	371	3.75	The man played his guitar.	A man is playing a guitar.	1	0	1	0	1
249	train	main-captions	MSRvid	2012test	373	0.2	A man is riding a horse.	A man is playing a keyboard.	0	0	0	0	0
250	train	main-captions	MSRvid	2012test	374	0.4	A man is walking on a rope.	A man is riding a mo-pad.	0	0	0	0	0
251	train	main-captions	MSRvid	2012test	376	1.286	A girl is playing a flute.	A band is playing on a stage.	0	0	0	0	0
252	train	main-captions	MSRvid	2012test	377	4.6	People step off a train.	A group of people get off a train.	1	1	1	1	1
253	train	main-captions	MSRvid	2012test	378	0.6	A woman is sewing on a machine.	A woman is breading some meat.	0	0	0	0	0
254	train	main-captions	MSRvid	2012test	379	2.0	A dog is looking into swimming pool.	A dog is walking around a pool.	0	0	0	0	0
255	train	main-captions	MSRvid	2012test	380	5.0	A man is buttering a piece of bread.	A man is applying butter to bread.	1	1	1	1	1
256	train	main-captions	MSRvid	2012test	382	1.8	A man is cutting tomatoes into pieces.	A woman is cutting some vegetables.	0	0	0	0	0
257	train	main-captions	MSRvid	2012test	384	2.4	Three teenage girls danced in the room.	Some teenage girls are dancing for the camera.	0	0	0	0	0
258	train	main-captions	MSRvid	2012test	385	2.4	A lion is walking.	A lion is pacing in a pen.	0	0	1	0	0
259	train	main-captions	MSRvid	2012test	386	0.4	A man shooting a car.	A man is cutting a potato.	0	0	0	0	0
260	train	main-captions	MSRvid	2012test	388	4.2	A black horse is running around.	The horse is running.	0	0	0	0	0
261	train	main-captions	MSRvid	2012test	390	0.0	A woman is deveining shrimp.	A man is dancing in rain.	0	0	0	0	0
262	train	main-captions	MSRvid	2012test	391	0.0	A man is riding a horse.	A woman is washing a freezer.	0	0	0	0	0
263	train	main-captions	MSRvid	2012test	393	0.8	A man walks down a path.	A man walks across a tight rope.	0	0	0	0	0
264	train	main-captions	MSRvid	2012test	394	1.4	A man is slicing a potato.	A woman is cutting a jalepeno.	0	0	0	0	0
265	train	main-captions	MSRvid	2012test	395	1.5	A dog is barking at a ball.	A dog swims after a tennis ball.	0	0	0	0	0
266	train	main-captions	MSRvid	2012test	397	2.5	A kid runs away from a fish swinging around on a fishing pole.	A little kid is running around a fishing pole.	0	0	0	0	0
267	train	main-captions	MSRvid	2012test	398	2.5	A man is walking along a path through wilderness.	A man is walking down a road.	0	0	0	0	0
268	train	main-captions	MSRvid	2012test	399	3.5	An elderly man is speaking at a podium.	A man is making a speech at the podium.	1	1	1	1	1
269	train	main-captions	MSRvid	2012test	401	3.4	A man riding a horse in slow motion.	A man is riding on a horse.	0	0	0	0	0
270	train	main-captions	MSRvid	2012test	402	3.8	A person is cutting some burrata cheese.	The person is slicing cheese.	1	1	1	1	1
271	train	main-captions	MSRvid	2012test	403	3.8	The man is shooting an automatic rifle.	A man is shooting a gun.	1	1	1	1	1
272	train	main-captions	MSRvid	2012test	406	1.5	A man is crushing garlic with the back of a knife.	A woman is slicing meat with a knife.	0	0	0	0	0
273	train	main-captions	MSRvid	2012test	407	0.5	A woman is filing her fingernails with an emery board.	A woman is feeding her baby with a bottle.	0	0	0	0	0
274	train	main-captions	MSRvid	2012test	408	0.0	A man is riding a skateboard.	A woman is cutting a potato.	0	0	0	0	0
275	train	main-captions	MSRvid	2012test	409	0.0	A woman is taking a shower.	A man is riding a white horse.	0	0	0	0	0
276	train	main-captions	MSRvid	2012test	410	0.8	A  man is dancing.	A man is riding a horse.	0	0	0	0	0
277	train	main-captions	MSRvid	2012test	413	0.85	A man is rowing a boat.	A man is shooting off a gun.	0	0	0	0	0
278	train	main-captions	MSRvid	2012test	414	3.4	A man is swinging from a rope attached to the ceiling.	A man is swinging on a rope.	1	1	1	1	1
279	train	main-captions	MSRvid	2012test	415	0.4	A woman is riding a horse on a beach.	A man is carrying another man on his back.	0	0	0	0	0
280	train	main-captions	MSRvid	2012test	416	1.75	A man holds a small animal in one hand.	A man shows off a small monkey.	0	0	1	0	0
281	train	main-captions	MSRvid	2012test	417	3.25	A person is folding a square paper piece.	A man is folding paper.	0	0	1	0	0
282	train	main-captions	MSRvid	2012test	418	0.75	A person is frying meat in a pan.	A person is holding a skunk.	0	0	0	0	0
283	train	main-captions	MSRvid	2012test	422	0.0	A chimpanzee is hurting a woman.	A man is driving a car.	0	0	0	0	0
284	train	main-captions	MSRvid	2012test	423	0.0	The woman is peeling shrimp.	The man is holding a lemur.	0	0	0	0	0
285	train	main-captions	MSRvid	2012test	427	4.25	Two zebras are playing.	Zebras are socializing.	1	1	1	1	1
286	train	main-captions	MSRvid	2012test	428	1.8	A woman is slicing butter.	A woman slices tofu.	0	0	0	0	0
287	train	main-captions	MSRvid	2012test	429	3.2	Some men are playing guitars.	Three men are playing guitars and singing together.	0	0	0	0	0
288	train	main-captions	MSRvid	2012test	430	3.6	The elephants sprayed water on themselves.	Elephants spray themselves with water.	1	1	1	1	1
289	train	main-captions	MSRvid	2012test	432	2.6	A dog sat at the counter of a store.	The dog is standing at the counter.	0	0	0	0	0
290	train	main-captions	MSRvid	2012test	433	3.2	Someone drills a hole in a strip of wood with a power drill.	A man drills a hole in a piece of wood.	0	0	0	0	0
291	train	main-captions	MSRvid	2012test	437	2.8	A woman is slicing some vegetables.	The woman is dicing garlic.	0	0	0	0	0
292	train	main-captions	MSRvid	2012test	438	4.6	A badger is burrowing a hole.	A badger is digging the earth.	1	1	1	1	1
293	train	main-captions	MSRvid	2012test	439	0.0	A woman is water skiing on a lake.	A man is playing a flute.	0	0	0	0	0
294	train	main-captions	MSRvid	2012test	440	0.25	A girl is playing a violin.	A baby is laughing and giggling.	0	0	0	0	0
295	train	main-captions	MSRvid	2012test	441	3.923	A helicopter is landing on a helipad.	A helicopter lands.	1	1	1	1	1
296	train	main-captions	MSRvid	2012test	442	2.75	A woman is cutting up a chicken.	A woman is slicing meat.	0	0	1	0	0
297	train	main-captions	MSRvid	2012test	443	0.0	A woman is cutting a cucumber.	A man is playing a guitar.	0	0	0	0	0
298	train	main-captions	MSRvid	2012test	444	3.0	A woman rides an elephant in front of an adoring crowd.	A woman rides an elephant.	0	0	0	0	0
299	train	main-captions	MSRvid	2012test	445	3.8	A puppy is sliding backwards along the floor.	A puppy is pushing itself backwards.	1	0	1	0	1
300	train	main-captions	MSRvid	2012test	447	4.6	A woman splits garlic cloves.	A woman is breaking a head of garlic into cloves.	1	1	1	1	1
301	train	main-captions	MSRvid	2012test	448	2.6	A dog is looking into swimming pool.	A dog is walking along the edge of a pool.	0	0	0	0	0
302	train	main-captions	MSRvid	2012test	449	3.6	A woman mixes a beauty treatment in a glass.	A woman is mixing a cream in a glass with a spoon.	1	1	1	1	1
303	train	main-captions	MSRvid	2012test	450	3.6	A man is drawing a picture.	A person is drawing.	1	1	1	1	1
304	train	main-captions	MSRvid	2012test	455	1.0	A woman is picking tomatoes.	A woman is pouring batter into a bowl.	0	0	0	0	0
305	train	main-captions	MSRvid	2012test	456	2.75	A man is looking at a computer monitor.	A man is using a laptop.	0	0	1	0	0
306	train	main-captions	MSRvid	2012test	457	1.25	The boy is riding a tricycle.	A woman is riding a water scooter.	0	0	0	0	0
307	train	main-captions	MSRvid	2012test	458	2.75	Two men compete in a tire rolling race.	Two people flipped tractor tires in a race.	1	1	1	1	1
308	train	main-captions	MSRvid	2012test	460	0.0	A person is cutting a meat.	A person riding a mechanical bull	0	0	0	0	0
309	train	main-captions	MSRvid	2012test	461	0.0	A man is playing a violin.	A woman is using a sewing machine.	0	0	0	0	0
310	train	main-captions	MSRvid	2012test	466	2.4	The baby crawled through the doorway.	A baby is crawling across the floor.	0	0	0	0	0
311	train	main-captions	MSRvid	2012test	467	2.2	A man is playing keyboard.	A person is playing a piano.	0	0	1	0	0
312	train	main-captions	MSRvid	2012test	469	0.2	A man is smelling two pizzas.	A woman is feeding a man.	0	0	0	0	0
313	train	main-captions	MSRvid	2012test	471	2.8	A monkey pulls the tail of a dog.	A monkey is teasing a dog at the zoo.	0	1	1	0	1
314	train	main-captions	MSRvid	2012test	472	4.0	A dog lies on his back on a wooden floor.	A dog is laying on the floor.	0	0	1	0	0
315	train	main-captions	MSRvid	2012test	474	0.0	A woman is frying something in the pan.	A man is playing his guitar.	0	0	0	0	0
316	train	main-captions	MSRvid	2012test	476	5.0	A man puts seasoning in a bowl of water.	The man added seasoning to water in a bowl.	1	1	1	1	1
317	train	main-captions	MSRvid	2012test	477	0.0	An elderly woman is pouring oil into a frying pan.	A tied man is putting into water.	0	0	0	0	0
318	train	main-captions	MSRvid	2012test	479	3.2	A woman is chopping an onion.	A woman is slicing partially into half of an onion.	1	1	1	1	1
319	train	main-captions	MSRvid	2012test	480	3.5	The woman picked up the kangaroo.	A woman is carrying a kangaroo.	0	0	1	0	0
320	train	main-captions	MSRvid	2012test	481	1.75	A dog biting on a can.	A dog opens a can of food.	0	0	0	0	0
321	train	main-captions	MSRvid	2012test	482	1.25	A woman is deboning a fish.	A man catches a fish.	0	0	0	0	0
322	train	main-captions	MSRvid	2012test	483	0.833	A man is mowing grass.	A man is busting concrete.	0	0	0	0	0
323	train	main-captions	MSRvid	2012test	484	0.0	A cat is watching a TV.	A man is slicing a leave.	0	0	0	0	0
324	train	main-captions	MSRvid	2012test	485	3.75	The boy is stuck in the door of the doghouse.	A child is stuck in a dog house.	0	0	1	0	0
325	train	main-captions	MSRvid	2012test	486	2.75	People flip into a swimming pool.	Men are falling into a pool.	0	0	0	0	0
326	train	main-captions	MSRvid	2012test	489	3.8	A woman swims underwater.	A woman is swimming.	1	0	1	0	1
327	train	main-captions	MSRvid	2012test	490	0.2	A man is playing a guitar.	A woman is dancing.	0	0	0	0	0
328	train	main-captions	MSRvid	2012test	492	3.4	An airplane is flying in the air.	A South African Airways plane is flying in a blue sky.	0	1	1	0	1
329	train	main-captions	MSRvid	2012test	493	1.4	A bear is running from two dogs.	A bear is fighting wolves.	0	0	0	0	0
330	train	main-captions	MSRvid	2012test	494	3.8	A woman is resting in a floating raft.	A woman relaxes in an inner tube.	1	1	1	1	1
331	train	main-captions	MSRvid	2012test	496	0.4	A man is dieing in an operating room.	A man is kissing a woman in stage.	0	0	0	0	0
332	train	main-captions	MSRvid	2012test	497	0.0	A man is holding a leaf.	A woman is watching television.	0	0	0	0	0
333	train	main-captions	MSRvid	2012test	498	0.0	A person is riding a horse.	A woman is slicing potatoes.	0	0	0	0	0
334	train	main-captions	MSRvid	2012test	499	0.0	A woman is slicing octopus.	A man is playing the guitar.	0	0	0	0	0
335	train	main-captions	MSRvid	2012test	500	0.2	A man is breaking water jugs.	A woman is peeling garlic.	0	0	0	0	0
336	train	main-captions	MSRvid	2012test	501	0.0	A man is playing a guitar.	A woman is cutting vegetable.	0	0	0	0	0
337	train	main-captions	MSRvid	2012test	502	0.0	A girl is eating a cupcake.	A man is slicing a cucumber.	0	0	0	0	0
338	train	main-captions	MSRvid	2012test	503	3.8	The little girl played on the grass with a dog and a ball.	A baby plays with a dog and ball.	0	0	0	0	0
339	train	main-captions	MSRvid	2012test	505	2.25	People ride and paddle a raft.	Four people are floating on a raft.	0	0	0	0	0
340	train	main-captions	MSRvid	2012test	508	2.4	The lady cut up a potatoe.	A man is cutting a potato.	0	0	0	0	0
341	train	main-captions	MSRvid	2012test	510	3.2	The missile exploded.	A rocket exploded.	1	1	1	1	1
342	train	main-captions	MSRvid	2012test	511	1.6	A dog is playing in the snow.	A dog is pawing at a fly in the carpet before it.	0	0	0	0	0
343	train	main-captions	MSRvid	2012test	512	0.4	A woman is dancing with other women.	A woman is shredding chicken.	0	0	0	0	0
344	train	main-captions	MSRvid	2012test	513	0.0	A boy is pushing a van.	A person is slicing a tomato.	0	0	0	0	0
345	train	main-captions	MSRvid	2012test	515	0.4	A boy is making some dance steps.	A boy is pouring something from a pitcher.	0	0	0	0	0
346	train	main-captions	MSRvid	2012test	516	0.6	A woman is opening a soda and drinking it.	A woman is riding on an elephant.	0	0	0	0	0
347	train	main-captions	MSRvid	2012test	517	1.0	A man is assembling speaker parts.	A man is playing the guitar.	0	0	0	0	0
348	train	main-captions	MSRvid	2012test	519	4.6	The dog walked along the edge of the pool.	A dog is walking along a pool.	0	0	1	0	0
349	train	main-captions	MSRvid	2012test	520	4.25	Butter is being put into a bowl.	A man cutting butter into a mixing bowl.	0	0	0	0	0
350	train	main-captions	MSRvid	2012test	522	1.5	Raccoons are eating.	A man is eating.	0	0	0	0	0
351	train	main-captions	MSRvid	2012test	523	3.5	Someone fell off a horse.	A man gets knocked off of a horse.	1	1	1	1	1
352	train	main-captions	MSRvid	2012test	525	0.0	A woman peels an apple.	A man pops wheelies on a motorcycle.	0	0	0	0	0
353	train	main-captions	MSRvid	2012test	526	0.0	A man is taking some math classes.	A man is rinsing a steak.	0	0	0	0	0
354	train	main-captions	MSRvid	2012test	527	0.0	Animals are playing in water.	Two men are playing ping pong.	0	0	0	0	0
355	train	main-captions	MSRvid	2012test	528	0.333	A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0	0	0	0	0
356	train	main-captions	MSRvid	2012test	529	0.333	A person is doing pencil tricks with his hand.	A person is slicing carrots in half.	0	0	0	0	0
357	train	main-captions	MSRvid	2012test	530	3.333	The person lit the cameras on fire.	A person is blow torching cameras.	1	1	1	1	1
358	train	main-captions	MSRvid	2012test	531	4.333	The man is slicing the tape from the box.	A man is cutting open a box.	0	0	1	0	0
359	train	main-captions	MSRvid	2012test	534	0.8	A man is fishing in the river.	A man is singing while walking down the sidewalk.	0	0	0	0	0
360	train	main-captions	MSRvid	2012test	535	0.2	A man is riding a bike.	A woman is dancing in the street.	0	0	0	0	0
361	train	main-captions	MSRvid	2012test	536	0.0	A man is doing push-ups.	A woman is cutting some octopus.	0	0	0	0	0
362	train	main-captions	MSRvid	2012test	537	0.0	A man is playing guitar.	A woman is slicing up some pork.	0	0	0	0	0
363	train	main-captions	MSRvid	2012test	542	2.8	The little boy is singing and playing the guitar.	A baby is playing a guitar.	0	0	0	0	0
364	train	main-captions	MSRvid	2012test	543	0.8	A woman is powdering her face.	The woman is tapping her fingers on the table.	0	0	0	0	0
365	train	main-captions	MSRvid	2012test	546	0.0	A woman is peeling a potato.	A lion is walking around.	0	0	0	0	0
366	train	main-captions	MSRvid	2012test	547	0.25	A woman is firing a rifle.	A man is performing stunts.	0	0	0	0	0
367	train	main-captions	MSRvid	2012test	552	0.5	A woman puts a garland over a man's shoulders.	A man pours water over a pilots head.	0	0	0	0	0
